OID;VIN;SPZ_TIRBAZAR;SPZ_UNIQA;STATUS;DETAIL
15225;ZCFC3571605950229;BL930FJ;;CHYBÍ V UNIQA;Aktivní vozidlo nebylo nalezeno v UNIQA ani v Allianz. V Allianz byl nejprve hledán VIN a následně SPZ jako sekundární identifikátor.
3530;ZCFC3590005509386;4AA6455;;CHYBÍ V UNIQA;Aktivní vozidlo nebylo nalezeno v UNIQA ani v Allianz. V Allianz byl nejprve hledán VIN a následně SPZ jako sekundární identifikátor.
19931;ZCFC40A500D464895;;;CHYBÍ V UNIQA;Aktivní vozidlo nebylo nalezeno v UNIQA ani v Allianz. V Allianz byl nejprve hledán VIN a následně SPZ jako sekundární identifikátor.
19291;ZCFC465A505230893;5E91750;;CHYBÍ V UNIQA;Aktivní vozidlo nebylo nalezeno v UNIQA ani v Allianz. V Allianz byl nejprve hledán VIN a následně SPZ jako sekundární identifikátor.
19056;ZCFC465A705230894;6E12360;;CHYBÍ V UNIQA;Aktivní vozidlo nebylo nalezeno v UNIQA ani v Allianz. V Allianz byl nejprve hledán VIN a následně SPZ jako sekundární identifikátor.
19930;ZCFCE35B40D762601;;;CHYBÍ V UNIQA;Aktivní vozidlo nebylo nalezeno v UNIQA ani v Allianz. V Allianz byl nejprve hledán VIN a následně SPZ jako sekundární identifikátor.
19900;ZCFCG35A305446859;9AH7886;;CHYBÍ V UNIQA;Aktivní vozidlo nebylo nalezeno v UNIQA ani v Allianz. V Allianz byl nejprve hledán VIN a následně SPZ jako sekundární identifikátor.
19573;ZCFCG35A70D662705;;;CHYBÍ V UNIQA;Aktivní vozidlo nebylo nalezeno v UNIQA ani v Allianz. V Allianz byl nejprve hledán VIN a následně SPZ jako sekundární identifikátor.
19590;ZCFCG35AX0D662570;;;CHYBÍ V UNIQA;Aktivní vozidlo nebylo nalezeno v UNIQA ani v Allianz. V Allianz byl nejprve hledán VIN a následně SPZ jako sekundární identifikátor.
19901;ZCFCH35A005446508;9AH7885;;CHYBÍ V UNIQA;Aktivní vozidlo nebylo nalezeno v UNIQA ani v Allianz. V Allianz byl nejprve hledán VIN a následně SPZ jako sekundární identifikátor.
19922;ZCFCL35A005560961;1ACJ405;;CHYBÍ V UNIQA;Aktivní vozidlo nebylo nalezeno v UNIQA ani v Allianz. V Allianz byl nejprve hledán VIN a následně SPZ jako sekundární identifikátor.
19915;ZCFCL35A005564668;1AAK764;;CHYBÍ V UNIQA;Aktivní vozidlo nebylo nalezeno v UNIQA ani v Allianz. V Allianz byl nejprve hledán VIN a následně SPZ jako sekundární identifikátor.
19919;ZCFCL35A305566754;1ADE689;;CHYBÍ V UNIQA;Aktivní vozidlo nebylo nalezeno v UNIQA ani v Allianz. V Allianz byl nejprve hledán VIN a následně SPZ jako sekundární identifikátor.
19916;ZCFCL35A605565078;1AAX963;;CHYBÍ V UNIQA;Aktivní vozidlo nebylo nalezeno v UNIQA ani v Allianz. V Allianz byl nejprve hledán VIN a následně SPZ jako sekundární identifikátor.
19923;ZCFCL35A705561329;1ABK250;;CHYBÍ V UNIQA;Aktivní vozidlo nebylo nalezeno v UNIQA ani v Allianz. V Allianz byl nejprve hledán VIN a následně SPZ jako sekundární identifikátor.
19914;ZCFCL35A705563887;1AAK755;;CHYBÍ V UNIQA;Aktivní vozidlo nebylo nalezeno v UNIQA ani v Allianz. V Allianz byl nejprve hledán VIN a následně SPZ jako sekundární identifikátor.
19917;ZCFCL35A705565896;1ACC124;;CHYBÍ V UNIQA;Aktivní vozidlo nebylo nalezeno v UNIQA ani v Allianz. V Allianz byl nejprve hledán VIN a následně SPZ jako sekundární identifikátor.
19921;ZCFCL35A705568216;1ABT145;;CHYBÍ V UNIQA;Aktivní vozidlo nebylo nalezeno v UNIQA ani v Allianz. V Allianz byl nejprve hledán VIN a následně SPZ jako sekundární identifikátor.
19918;ZCFCL35A805566300;1ADB491;;CHYBÍ V UNIQA;Aktivní vozidlo nebylo nalezeno v UNIQA ani v Allianz. V Allianz byl nejprve hledán VIN a následně SPZ jako sekundární identifikátor.
19924;ZCFCL35A905563888;1AAX960;;CHYBÍ V UNIQA;Aktivní vozidlo nebylo nalezeno v UNIQA ani v Allianz. V Allianz byl nejprve hledán VIN a následně SPZ jako sekundární identifikátor.
19920;ZCFCL35A905568217;1ABF288;;CHYBÍ V UNIQA;Aktivní vozidlo nebylo nalezeno v UNIQA ani v Allianz. V Allianz byl nejprve hledán VIN a následně SPZ jako sekundární identifikátor.
19979;ZFA25000001959443;2E66778;;CHYBÍ V UNIQA;Aktivní vozidlo nebylo nalezeno v UNIQA ani v Allianz. V Allianz byl nejprve hledán VIN a následně SPZ jako sekundární identifikátor.
18948;ZFA25000002J95632;6J86203;;CHYBÍ V UNIQA;Aktivní vozidlo nebylo nalezeno v UNIQA ani v Allianz. V Allianz byl nejprve hledán VIN a následně SPZ jako sekundární identifikátor.
19022;VF1FL000559336858;6AN4867;6AN4867;PRODANÉ, ALE V UNIQA;Vozidlo má v TIRBazar DatumProdeje, ale VIN je stále veden mezi aktivními vozidly UNIQA.
19689;VF1VBU4Y254588923;1TT4562;1TT4562;PRODANÉ, ALE V UNIQA;Vozidlo má v TIRBazar DatumProdeje, ale VIN je stále veden mezi aktivními vozidly UNIQA.
19664;VF3YC3MFC12L93692;6M95528;6M95528;PRODANÉ, ALE V UNIQA;Vozidlo má v TIRBazar DatumProdeje, ale VIN je stále veden mezi aktivními vozidly UNIQA.
19565;VF7XS9HUCAZ000872;4E05973;4E05973;PRODANÉ, ALE V UNIQA;Vozidlo má v TIRBazar DatumProdeje, ale VIN je stále veden mezi aktivními vozidly UNIQA.
19894;WDB9076371P177522;6Z77009;6Z77009;PRODANÉ, ALE V UNIQA;Vozidlo má v TIRBazar DatumProdeje, ale VIN je stále veden mezi aktivními vozidly UNIQA.
19806;WMA04VUY0T9008491;1ALN459;1ALN459;PRODANÉ, ALE V UNIQA;Vozidlo má v TIRBazar DatumProdeje, ale VIN je stále veden mezi aktivními vozidly UNIQA.
19274;WV1ZZZ2DZ6H020410;6AP3853;6AP3853;PRODANÉ, ALE V UNIQA;Vozidlo má v TIRBazar DatumProdeje, ale VIN je stále veden mezi aktivními vozidly UNIQA.
18826;WV3ZZZSZ2P9063049;1AMR104;;PRODANÉ, ALE V UNIQA;Vozidlo má v TIRBazar DatumProdeje, ale VIN je stále veden mezi aktivními vozidly UNIQA.
19763;ZCFC135B505157069;8AL0968;8AL0968;PRODANÉ, ALE V UNIQA;Vozidlo má v TIRBazar DatumProdeje, ale VIN je stále veden mezi aktivními vozidly UNIQA.
19811;ZCFC135B705238414;7AV6756;7AV6756;PRODANÉ, ALE V UNIQA;Vozidlo má v TIRBazar DatumProdeje, ale VIN je stále veden mezi aktivními vozidly UNIQA.
19769;ZCFC135B905294824;8AX5281;8AX5281;PRODANÉ, ALE V UNIQA;Vozidlo má v TIRBazar DatumProdeje, ale VIN je stále veden mezi aktivními vozidly UNIQA.
19779;ZCFC135D905134704;6H77175;6H77175;PRODANÉ, ALE V UNIQA;Vozidlo má v TIRBazar DatumProdeje, ale VIN je stále veden mezi aktivními vozidly UNIQA.
19692;ZCFC150C405108084;4SA2325;4SA2325;PRODANÉ, ALE V UNIQA;Vozidlo má v TIRBazar DatumProdeje, ale VIN je stále veden mezi aktivními vozidly UNIQA.
19871;ZFA25000002810419;8U16701;8U16701;PRODANÉ, ALE V UNIQA;Vozidlo má v TIRBazar DatumProdeje, ale VIN je stále veden mezi aktivními vozidly UNIQA.
;3MZBN64560M303679;;;NAVÍC V UNIQA;VIN je mezi aktivními vozidly UNIQA, ale v TIRBazar nebyl nalezen mezi vozidly s výkupem ani mezi vozidly vykoupenými z komise.
;KMFAB17RPJK015024;;6E34970;NAVÍC V UNIQA;VIN je mezi aktivními vozidly UNIQA, ale v TIRBazar nebyl nalezen mezi vozidly s výkupem ani mezi vozidly vykoupenými z komise.
;RP8M79100FV010737;;9A3781;NAVÍC V UNIQA;VIN je mezi aktivními vozidly UNIQA, ale v TIRBazar nebyl nalezen mezi vozidly s výkupem ani mezi vozidly vykoupenými z komise.
;TMBAG7NX9MY173716;;8AS7938;NAVÍC V UNIQA;VIN je mezi aktivními vozidly UNIQA, ale v TIRBazar nebyl nalezen mezi vozidly s výkupem ani mezi vozidly vykoupenými z komise.
;TMBCJ9NP9L7023454;;;NAVÍC V UNIQA;VIN je mezi aktivními vozidly UNIQA, ale v TIRBazar nebyl nalezen mezi vozidly s výkupem ani mezi vozidly vykoupenými z komise.
;TMBGH25J6A3035856;;1AJ9794;NAVÍC V UNIQA;VIN je mezi aktivními vozidly UNIQA, ale v TIRBazar nebyl nalezen mezi vozidly s výkupem ani mezi vozidly vykoupenými z komise.
;VF1JK04A637708981;;9A50146;NAVÍC V UNIQA;VIN je mezi aktivními vozidly UNIQA, ale v TIRBazar nebyl nalezen mezi vozidly s výkupem ani mezi vozidly vykoupenými z komise.
;VF1MA000664850892;;8P53133;NAVÍC V UNIQA;VIN je mezi aktivními vozidly UNIQA, ale v TIRBazar nebyl nalezen mezi vozidly s výkupem ani mezi vozidly vykoupenými z komise.
;VF34C9HZH55354110;;7AF4604;NAVÍC V UNIQA;VIN je mezi aktivními vozidly UNIQA, ale v TIRBazar nebyl nalezen mezi vozidly s výkupem ani mezi vozidly vykoupenými z komise.
;VF3YD3MAU12K47385;;6E51100;NAVÍC V UNIQA;VIN je mezi aktivními vozidly UNIQA, ale v TIRBazar nebyl nalezen mezi vozidly s výkupem ani mezi vozidly vykoupenými z komise.
;VF611A162ED003162;;3SE4137;NAVÍC V UNIQA;VIN je mezi aktivními vozidly UNIQA, ale v TIRBazar nebyl nalezen mezi vozidly s výkupem ani mezi vozidly vykoupenými z komise.
;VF7FC8HXB26694106;;1SF0040;NAVÍC V UNIQA;VIN je mezi aktivními vozidly UNIQA, ale v TIRBazar nebyl nalezen mezi vozidly s výkupem ani mezi vozidly vykoupenými z komise.
;VNKKG92320A265116;;1AS2333;NAVÍC V UNIQA;VIN je mezi aktivními vozidly UNIQA, ale v TIRBazar nebyl nalezen mezi vozidly s výkupem ani mezi vozidly vykoupenými z komise.
;W09AWZ111EAW35106;;8U07564;NAVÍC V UNIQA;VIN je mezi aktivními vozidly UNIQA, ale v TIRBazar nebyl nalezen mezi vozidly s výkupem ani mezi vozidly vykoupenými z komise.
;W0L0ZCF3571097682;;3B12943;NAVÍC V UNIQA;VIN je mezi aktivními vozidly UNIQA, ale v TIRBazar nebyl nalezen mezi vozidly s výkupem ani mezi vozidly vykoupenými z komise.
;W1NWH5AB6SX047231;;;NAVÍC V UNIQA;VIN je mezi aktivními vozidly UNIQA, ale v TIRBazar nebyl nalezen mezi vozidly s výkupem ani mezi vozidly vykoupenými z komise.
;W1V9071351N184066;;5SR6931;NAVÍC V UNIQA;VIN je mezi aktivními vozidly UNIQA, ale v TIRBazar nebyl nalezen mezi vozidly s výkupem ani mezi vozidly vykoupenými z komise.
;WB10E7104N6G65495;;;NAVÍC V UNIQA;VIN je mezi aktivními vozidly UNIQA, ale v TIRBazar nebyl nalezen mezi vozidly s výkupem ani mezi vozidly vykoupenými z komise.
;WBA21EV0509Z43375;;1AIP902;NAVÍC V UNIQA;VIN je mezi aktivními vozidly UNIQA, ale v TIRBazar nebyl nalezen mezi vozidly s výkupem ani mezi vozidly vykoupenými z komise.
;WBABA51010EJ34355;;;NAVÍC V UNIQA;VIN je mezi aktivními vozidly UNIQA, ale v TIRBazar nebyl nalezen mezi vozidly s výkupem ani mezi vozidly vykoupenými z komise.
;WDB9036111N385609;;;NAVÍC V UNIQA;VIN je mezi aktivními vozidly UNIQA, ale v TIRBazar nebyl nalezen mezi vozidly s výkupem ani mezi vozidly vykoupenými z komise.
;WDB9630041L782352;;7U74821;NAVÍC V UNIQA;VIN je mezi aktivními vozidly UNIQA, ale v TIRBazar nebyl nalezen mezi vozidly s výkupem ani mezi vozidly vykoupenými z komise.
;WK0S0002400233487;;6P24552;NAVÍC V UNIQA;VIN je mezi aktivními vozidly UNIQA, ale v TIRBazar nebyl nalezen mezi vozidly s výkupem ani mezi vozidly vykoupenými z komise.
;WV1ZZZ2EZF6042793;;5L02770;NAVÍC V UNIQA;VIN je mezi aktivními vozidly UNIQA, ale v TIRBazar nebyl nalezen mezi vozidly s výkupem ani mezi vozidly vykoupenými z komise.
;WV2ZZZ7HZ9H154004;;2TM6462;NAVÍC V UNIQA;VIN je mezi aktivními vozidly UNIQA, ale v TIRBazar nebyl nalezen mezi vozidly s výkupem ani mezi vozidly vykoupenými z komise.
;WVWZZZ1JZ5W001621;;2AL2469;NAVÍC V UNIQA;VIN je mezi aktivními vozidly UNIQA, ale v TIRBazar nebyl nalezen mezi vozidly s výkupem ani mezi vozidly vykoupenými z komise.
;YV2AG40D2CB622091;;1CB4844;NAVÍC V UNIQA;VIN je mezi aktivními vozidly UNIQA, ale v TIRBazar nebyl nalezen mezi vozidly s výkupem ani mezi vozidly vykoupenými z komise.
;ZCFC170C705107295;;;NAVÍC V UNIQA;VIN je mezi aktivními vozidly UNIQA, ale v TIRBazar nebyl nalezen mezi vozidly s výkupem ani mezi vozidly vykoupenými z komise.
;ZFA19200000575797;;2E66778;NAVÍC V UNIQA;VIN je mezi aktivními vozidly UNIQA, ale v TIRBazar nebyl nalezen mezi vozidly s výkupem ani mezi vozidly vykoupenými z komise.
;ZPBED5ZL4SLA39124;;;NAVÍC V UNIQA;VIN je mezi aktivními vozidly UNIQA, ale v TIRBazar nebyl nalezen mezi vozidly s výkupem ani mezi vozidly vykoupenými z komise.
18383;13803;3M02711;;OK;Pojištění nalezeno v ALLIANZ podle SPZ. Pojistka: 793704505. Evidence Allianz: 3M02711. Období: 8. 9. 2026 - 8. 10. 2026.
19303;7H81B24K0NF000133;EL94CD;EL94CD;OK;Pojištění nalezeno v UNIQA.
19300;7H81B24K5NF000130;EL95CD;EL95CD;OK;Pojištění nalezeno v UNIQA.
19301;7H81B24K6NF000136;EL96CD;EL96CD;OK;Pojištění nalezeno v UNIQA.
19299;7H81B24KXNF000141;EL13CD;EL13CD;OK;Pojištění nalezeno v UNIQA.
18824;A499;06LT00;;OK;Pojištění nalezeno v ALLIANZ podle SPZ. Pojistka: 797925995. Evidence Allianz: 06LT00. Období: 8. 9. 2026 - 8. 10. 2026.
19718;KMFAB17RPJK013264;7AI8736;7AI8736;OK;Pojištění nalezeno v UNIQA.
19714;KMFAB17RPJK013266;7AF3846;7AF3846;OK;Pojištění nalezeno v UNIQA.
19810;KMFAC17RPJK000953;3SV4572;3SV4572;OK;Pojištění nalezeno v UNIQA.
19851;MBHHFD31S00204515;;8AS4777;OK;Pojištění nalezeno v UNIQA.
20026;MMCJJKL60LH005154;6L37945;6L37945;OK;Pojištění nalezeno v UNIQA.
19321;R34VSA510P1000075;EL95AX;;OK;Pojištění nalezeno v ALLIANZ podle SPZ. Pojistka: 773636102. Evidence Allianz: EL95AX. Období: 8. 9. 2026 - 8. 10. 2026.
19331;R34VSA514P1000077;EL79AX;;OK;Pojištění nalezeno v ALLIANZ podle SPZ. Pojistka: 773688506. Evidence Allianz: EL79AX. Období: 8. 9. 2026 - 8. 10. 2026.
18140;SWV5AA14HMK000021;1UF6380;1UF6380;OK;Pojištění nalezeno v UNIQA.
19625;TKXD56235NBBA2886;;;OK;Pojištění nalezeno v UNIQA.
19709;TKXV31113GEBA3774;5L35224;5L35224;OK;Pojištění nalezeno v UNIQA.
17057;TMBAF25J2A3127459;9U13711;9U13711;OK;Pojištění nalezeno v UNIQA.
19010;TMBAG8NX9SM022935;1AIT326;;OK;Pojištění nalezeno v UNIQA.
17195;TMBAG9NE0J0373310;7AC7316;7AC7316;OK;Pojištění nalezeno v UNIQA.
17396;TMBHS21Z672108031;9AR3948;;OK;Pojištění nalezeno v ALLIANZ podle SPZ. Pojistka: 786881152. Evidence Allianz: 9AR3948. Období: 8. 9. 2026 - 8. 10. 2026.
19390;TMBJJ6NJXHZ014159;5AR8428;5AR8428;OK;Pojištění nalezeno v UNIQA.
19687;TMBJW9NP7M7008929;EL671ET;EL671ET;OK;Pojištění nalezeno v UNIQA.
19952;UU1F6720264797821;8AB0453;8AB0453;OK;Pojištění nalezeno v UNIQA.
19984;VF1FL000061249532;7AC6140;7AC6140;OK;Pojištění nalezeno v UNIQA.
19985;VF1FL000757648546;7C71493;7C71493;OK;Pojištění nalezeno v UNIQA.
14706;VF1FW1ABE46232972;8B37156;;OK;Pojištění nalezeno v ALLIANZ podle SPZ. Pojistka: 765838286. Evidence Allianz: 8B37156. Období: 8. 9. 2026 - 8. 10. 2026.
17140;VF1JLABA56Y117352;5L36582;;OK;Pojištění nalezeno v ALLIANZ podle SPZ. Pojistka: 785603276. Evidence Allianz: 5L36582. Období: 8. 9. 2026 - 8. 10. 2026.
19780;VF1JLNJA66Y163986;1ANN203;;OK;Pojištění nalezeno v UNIQA.
19878;VF1MA000166742555;5SL7898;5SL7898;OK;Pojištění nalezeno v UNIQA.
19366;VF1MA000262766807;9AM1373;9AM1373;OK;Pojištění nalezeno v UNIQA.
20019;VF1MA000466961395;2TN3491;2TN3491;OK;Pojištění nalezeno v UNIQA.
19983;VF1MA000468313043;6SN2958;6SN2958;OK;Pojištění nalezeno v UNIQA.
19971;VF1MA000567190925;6SI9689;6SI9689;OK;Pojištění nalezeno v UNIQA.
18263;VF1MAF4SE55107343;9AB9910;;OK;Pojištění nalezeno v ALLIANZ podle SPZ. Pojistka: 793063235. Evidence Allianz: 9AB9910. Období: 8. 9. 2026 - 8. 10. 2026.
19636;VF1VB000067359654;8P98710;8P98710;OK;Pojištění nalezeno v UNIQA.
19655;VF1VB000256763706;6Z60472;6Z60472;OK;Pojištění nalezeno v UNIQA.
19660;VF1VB000260482817;7AD1607;7AD1607;OK;Pojištění nalezeno v UNIQA.
19632;VF1VB000665828757;9AR0912;9AR0912;OK;Pojištění nalezeno v UNIQA.
19793;VF1VB000668127375;9AD0999;9AD0999;OK;Pojištění nalezeno v UNIQA.
19792;VF1VB000X67854962;2BR4818;2BR4818;OK;Pojištění nalezeno v UNIQA.
19972;VF1VBU4S150174654;;;OK;Pojištění nalezeno v UNIQA.
19569;VF3VBBHVBHZ017063;9U01116;9U01116;OK;Pojištění nalezeno v UNIQA.
20001;VF3YC2MFC12K56248;7AK7361;7AK7361;OK;Pojištění nalezeno v UNIQA.
19387;VF3YCUMFC12A01699;5AC3876;5AC3876;OK;Pojištění nalezeno v UNIQA.
19863;VF3YD3MAU12F19410;6AP1333;6AP1333;OK;Pojištění nalezeno v UNIQA.
19967;VF3YD3MAU12F22442;6AP5127;6AP5127;OK;Pojištění nalezeno v UNIQA.
19652;VF6VG000X56476884;7AU1423;;OK;Pojištění nalezeno v ALLIANZ podle SPZ. Pojistka: 794073965. Evidence Allianz: 7AU1423. Období: 8. 9. 2026 - 8. 10. 2026.
19726;VF7YDCPFCPG032358;7J85419;7J85419;OK;Pojištění nalezeno v UNIQA.
19667;VSA63134313171362;ABA2971;ABA2971;OK;Pojištění nalezeno v UNIQA.
19786;VSKHAAM20U0173138;7AE4197;7AE4197;OK;Pojištění nalezeno v UNIQA.
20007;VWASXTF24J7211411;7AH8584;7AH8584;OK;Pojištění nalezeno v UNIQA.
19873;W0VMR8603MB229088;6J60036;6J60036;OK;Pojištění nalezeno v UNIQA.
19478;W0VVS2604MB272893;5ST1994;5ST1994;OK;Pojištění nalezeno v UNIQA.
